fight.id,winner,loser,method,round,time,weight.class.id,event,date,fight.order,title.fight,five.rounds
UFC2016092405,Eric Spicely,Thiago Santos,Submission,1,2:58,3,UFC Fight Night 95: Cyborg vs. Lansberg,9/24/16,5,0,0
UFC2016092406,Godofredo Pepey,Mike De La Torre,Submission,1,3:03,6,UFC Fight Night 95: Cyborg vs. Lansberg,9/24/16,6,0,0
UFC2016092407,Michel Prazeres,Gilbert Burns,Decision - Unanimous,3,5:00,5,UFC Fight Night 95: Cyborg vs. Lansberg,9/24/16,7,0,0
UFC2016092408,Rani Yahya,Michinori Tanaka,Decision - Unanimous,3,5:00,7,UFC Fight Night 95: Cyborg vs. Lansberg,9/24/16,8,0,0
UFC2016092409,Jussier Formiga,Dustin Ortiz,Decision - Unanimous,3,5:00,8,UFC Fight Night 95: Cyborg vs. Lansberg,9/24/16,9,0,0
UFC2016092410,Erick Silva,Luan Chagas,Submission,3,3:57,4,UFC Fight Night 95: Cyborg vs. Lansberg,9/24/16,10,0,0
UFC2016092411,Alan Patrick,Stevie Ray,Decision - Unanimous,3,5:00,5,UFC Fight Night 95: Cyborg vs. Lansberg,9/24/16,11,0,0
UFC2016092412,Vicente Luque,Hector Urbina,KO/TKO,1,1:00,4,UFC Fight Night 95: Cyborg vs. Lansberg,9/24/16,12,0,0
UFC2016092413,Gregor Gillespie,Glaico Franca,Decision - Unanimous,3,5:00,5,UFC Fight Night 95: Cyborg vs. Lansberg,9/24/16,13,0,0
UFC2016091701,Michael Johnson,Dustin Poirier,KO/TKO,1,1:35,5,UFC Fight Night 94: Poirier vs. Johnson,9/17/16,1,0,1
UFC2016091702,Derek Brunson,Uriah Hall,KO/TKO,1,1:41,3,UFC Fight Night 94: Poirier vs. Johnson,9/17/16,2,0,0
UFC2016091703,Evan Dunham,Rick Glenn,Decision - Unanimous,3,5:00,5,UFC Fight Night 94: Poirier vs. Johnson,9/17/16,3,0,0
UFC2016091704,Roan Carneiro,Kenny Robertson,Decision - Split,3,5:00,4,UFC Fight Night 94: Poirier vs. Johnson,9/17/16,4,0,0
UFC2016091705,Islam Makhachev,Chris Wade,Decision - Unanimous,3,5:00,5,UFC Fight Night 94: Poirier vs. Johnson,9/17/16,5,0,0
UFC2016091706,Chas Skelly,Maximo Blanco,Submission,1,0:19,6,UFC Fight Night 94: Poirier vs. Johnson,9/17/16,6,0,0
UFC2016091707,Gabriel Benitez,Sam Sicilia,Submission,2,1:20,6,UFC Fight Night 94: Poirier vs. Johnson,9/17/16,7,0,0
UFC2016091708,Belal Muhammad,Augusto Montano,KO/TKO,3,4:19,4,UFC Fight Night 94: Poirier vs. Johnson,9/17/16,8,0,0
UFC2016091709,Antonio Carlos Junior,Leonardo Augusto Leleco,Submission,3,4:46,3,UFC Fight Night 94: Poirier vs. Johnson,9/17/16,9,0,0
UFC2016091710,Jose Alberto Quinonez,Joey Gomez,Decision - Unanimous,3,5:00,7,UFC Fight Night 94: Poirier vs. Johnson,9/17/16,10,0,0
UFC2016091711,Randy Brown,Erick Montano,Submission,3,0:18,4,UFC Fight Night 94: Poirier vs. Johnson,9/17/16,11,0,0
UFC2016091712,Alejandro Perez,Albert Morales,Draw - Majority,3,5:00,7,UFC Fight Night 94: Poirier vs. Johnson,9/17/16,12,0,0
UFC2016091001,Stipe Miocic,Alistair Overeem,KO/TKO,1,4:27,1,UFC 203: Miocic vs. Overeem,9/10/16,1,1,1
UFC2016091002,Fabricio Werdum,Travis Browne,Decision - Unanimous,3,5:00,1,UFC 203: Miocic vs. Overeem,9/10/16,2,0,0
UFC2016091003,Mickey Gall,Phil Brooks,Submission,1,2:14,4,UFC 203: Miocic vs. Overeem,9/10/16,3,0,0
UFC2016091004,Jimmie Rivera,Urijah Faber,Decision - Unanimous,3,5:00,7,UFC 203: Miocic vs. Overeem,9/10/16,4,0,0
UFC2016091005,Jessica Andrade,Joanne Calderwood,Submission,1,4:38,32,UFC 203: Miocic vs. Overeem,9/10/16,5,0,0
UFC2016091006,Bethe Correia,Jessica Eye,Decision - Split,3,5:00,25,UFC 203: Miocic vs. Overeem,9/10/16,6,0,0
UFC2016091007,Brad Tavares,Caio Magalhaes,Decision - Split,3,5:00,3,UFC 203: Miocic vs. Overeem,9/10/16,7,0,0
UFC2016091008,Nik Lentz,Michael McBride,KO/TKO,2,4:17,5,UFC 203: Miocic vs. Overeem,9/10/16,8,0,0
UFC2016091009,Drew Dober,Jason Gonzalez,KO/TKO,1,1:45,5,UFC 203: Miocic vs. Overeem,9/10/16,9,0,0
UFC2016091010,Yancy Medeiros,Sean Spencer,Submission,2,0:49,4,UFC 203: Miocic vs. Overeem,9/10/16,10,0,0
UFC2016090301,Josh Barnett,Andrei Arlovski,Submission,3,2:53,1,UFC Fight Night 93: Arlovski vs. Barnett,9/3/16,1,0,1
UFC2016090302,Alexander Gustafsson,Jan Blachowicz,Decision - Unanimous,3,5:00,2,UFC Fight Night 93: Arlovski vs. Barnett,9/3/16,2,0,0
UFC2016090303,Ryan Bader,Ilir Latifi,KO/TKO,2,2:06,2,UFC Fight Night 93: Arlovski vs. Barnett,9/3/16,3,0,0
UFC2016090304,Nick Hein,Tae Hyun Bang,Decision - Unanimous,3,5:00,5,UFC Fight Night 93: Arlovski vs. Barnett,9/3/16,4,0,0
UFC2016090305,Jessin Ayari,Jim Wallhead,Decision - Split,3,5:00,4,UFC Fight Night 93: Arlovski vs. Barnett,9/3/16,5,0,0
UFC2016090306,Peter Sobotta,Nicolas Dalby,Decision - Unanimous,3,5:00,4,UFC Fight Night 93: Arlovski vs. Barnett,9/3/16,6,0,0
UFC2016090307,Ashlee Evans-Smith,Veronica Macedo,KO/TKO,3,3:14,25,UFC Fight Night 93: Arlovski vs. Barnett,9/3/16,7,0,0
UFC2016090308,Taylor Lapilus,Leandro Issa,Decision - Unanimous,3,5:00,7,UFC Fight Night 93: Arlovski vs. Barnett,9/3/16,8,0,0
UFC2016090309,Jarjis Danho,Christian Colombo,Draw - Majority,3,5:00,1,UFC Fight Night 93: Arlovski vs. Barnett,9/3/16,9,0,0
UFC2016090310,Jack Hermansson,Scott Askham,Decision - Unanimous,3,5:00,3,UFC Fight Night 93: Arlovski vs. Barnett,9/3/16,10,0,0
UFC2016090311,Rustam Khabilov,Leandro Silva,Decision - Unanimous,3,5:00,5,UFC Fight Night 93: Arlovski vs. Barnett,9/3/16,11,0,0
UFC2016082701,Demian Maia,Carlos Condit,Submission,1,1:52,4,UFC on Fox 21: Maia vs. Condit,8/27/16,1,0,1
UFC2016082702,Anthony Pettis,Charles Oliveira,Submission,3,1:49,6,UFC on Fox 21: Maia vs. Condit,8/27/16,2,0,0
UFC2016082703,Paige VanZant,Bec Rawlings,KO/TKO,2,0:17,32,UFC on Fox 21: Maia vs. Condit,8/27/16,3,0,0
UFC2016082704,Jim Miller,Joe Lauzon,Decision - Split,3,5:00,5,UFC on Fox 21: Maia vs. Condit,8/27/16,4,0,0
UFC2016082705,Sam Alvey,Kevin Casey,KO/TKO,2,4:56,3,UFC on Fox 21: Maia vs. Condit,8/27/16,5,0,0
UFC2016082706,Kyle Bochniak,Enrique Barzola,Decision - Split,3,5:00,6,UFC on Fox 21: Maia vs. Condit,8/27/16,6,0,0
UFC2016082707,Alessio Di Chirico,Garreth McLellan,Decision - Split,3,5:00,3,UFC on Fox 21: Maia vs. Condit,8/27/16,7,0,0
UFC2016082708,Felipe Silva,Shane Campbell,KO/TKO,1,1:13,5,UFC on Fox 21: Maia vs. Condit,8/27/16,8,0,0
UFC2016082709,Chad Laprise,Thibault Gouti,KO/TKO,1,1:36,5,UFC on Fox 21: Maia vs. Condit,8/27/16,9,0,0
UFC2016082710,Jeremy Kennedy,Alessandro Ricci,Decision - Unanimous,3,5:00,5,UFC on Fox 21: Maia vs. Condit,8/27/16,10,0,0
UFC2016082001,Conor McGregor,Nate Diaz,Decision - Majority,5,5:00,4,UFC 202: Diaz vs. McGregor 2,8/20/16,1,0,1
UFC2016082002,Anthony Johnson,Glover Teixeira,KO/TKO,1,0:13,2,UFC 202: Diaz vs. McGregor 2,8/20/16,2,0,0
UFC2016082003,Donald Cerrone,Rick Story,KO/TKO,2,2:02,4,UFC 202: Diaz vs. McGregor 2,8/20/16,3,0,0
UFC2016082004,Mike Perry,Hyun Gyu Lim,KO/TKO,1,3:38,4,UFC 202: Diaz vs. McGregor 2,8/20/16,4,0,0
UFC2016082005,Tim Means,Sabah Homasi,KO/TKO,2,2:56,4,UFC 202: Diaz vs. McGregor 2,8/20/16,5,0,0
UFC2016082006,Cody Garbrandt,Takeya Mizugaki,KO/TKO,1,0:48,7,UFC 202: Diaz vs. McGregor 2,8/20/16,6,0,0
UFC2016082007,Raquel Pennington,Elizabeth Phillips,Decision - Unanimous,3,5:00,25,UFC 202: Diaz vs. McGregor 2,8/20/16,7,0,0
UFC2016082008,Artem Lobov,Chris Avila,Decision - Unanimous,3,5:00,6,UFC 202: Diaz vs. McGregor 2,8/20/16,8,0,0
UFC2016082009,Cortney Casey,Randa Markos,Submission,1,4:34,32,UFC 202: Diaz vs. McGregor 2,8/20/16,9,0,0
UFC2016082010,Lorenz Larkin,Neil Magny,KO/TKO,1,4:08,4,UFC 202: Diaz vs. McGregor 2,8/20/16,10,0,0
UFC2016082011,Colby Covington,Max Griffin,KO/TKO,3,2:18,4,UFC 202: Diaz vs. McGregor 2,8/20/16,11,0,0
UFC2016082012,Marvin Vettori,Alberto Uda,Submission,1,4:30,3,UFC 202: Diaz vs. McGregor 2,8/20/16,12,0,0
UFC2016080601,Yair Rodriguez,Alex Caceres,Decision - Split,5,5:00,6,UFC Fight Night 92: Rodriguez vs Caceres,8/6/16,1,0,1
UFC2016080602,Dennis Bermudez,Rony Jason,Decision - Unanimous,3,5:00,6,UFC Fight Night 92: Rodriguez vs Caceres,8/6/16,2,0,0
UFC2016080603,Thales Leites,Chris Camozzi,Submission,3,2:58,3,UFC Fight Night 92: Rodriguez vs Caceres,8/6/16,3,0,0
UFC2016080604,Santiago Ponzinibbio,Zak Cummings,Decision - Unanimous,3,5:00,4,UFC Fight Night 92: Rodriguez vs Caceres,8/6/16,4,0,0
UFC2016080605,Trevor Smith,Joe Gigliotti,Decision - Unanimous,3,5:00,3,UFC Fight Night 92: Rodriguez vs Caceres,8/6/16,5,0,0
UFC2016080606,Maryna Moroz,Danielle Taylor,Decision - Split,3,5:00,32,UFC Fight Night 92: Rodriguez vs Caceres,8/6/16,6,0,0
UFC2016080607,Court McGee,Dominique Steele,Decision - Unanimous,3,5:00,4,UFC Fight Night 92: Rodriguez vs Caceres,8/6/16,7,0,0
UFC2016080608,Marcin Tybura,Viktor Pesta,KO/TKO,2,0:53,1,UFC Fight Night 92: Rodriguez vs Caceres,8/6/16,8,0,0
UFC2016080609,David Teymur,Jason Novelli,KO/TKO,2,1:25,5,UFC Fight Night 92: Rodriguez vs Caceres,8/6/16,9,0,0
UFC2016080610,Teruto Ishihara,Horacio Gutierrez,KO/TKO,1,2:32,6,UFC Fight Night 92: Rodriguez vs Caceres,8/6/16,10,0,0
UFC2016080611,Cub Swanson,Tatsuya Kawajiri,Decision - Unanimous,3,5:00,6,UFC Fight Night 92: Rodriguez vs Caceres,8/6/16,11,0,0
UFC2016080612,Justin Ledet,Chase Sherman,Decision - Unanimous,3,5:00,1,UFC Fight Night 92: Rodriguez vs Caceres,8/6/16,12,0,0
UFC2016073001,Tyron Woodley,Robbie Lawler,KO/TKO,1,2:12,4,UFC 201: Lawler vs. Woodley,7/30/16,1,1,1
UFC2016073002,Karolina Kowalkiewicz,Rose Namajunas,Decision - Split,3,5:00,32,UFC 201: Lawler vs. Woodley,7/30/16,2,0,0
UFC2016073003,Jake Ellenberger,Matt Brown,KO/TKO,1,1:46,4,UFC 201: Lawler vs. Woodley,7/30/16,3,0,0
UFC2016073004,Erik Perez,Francisco Rivera,Decision - Unanimous,3,5:00,7,UFC 201: Lawler vs. Woodley,7/30/16,4,0,0
UFC2016073005,Ryan Benoit,Fredy Serrano,Decision - Split,3,5:00,8,UFC 201: Lawler vs. Woodley,7/30/16,5,0,0
UFC2016073006,Nikita Krylov,Ed Herman,KO/TKO,2,0:40,2,UFC 201: Lawler vs. Woodley,7/30/16,6,0,0
UFC2016073007,Jorge Masvidal,Ross Pearson,Decision - Unanimous,3,5:00,4,UFC 201: Lawler vs. Woodley,7/30/16,7,0,0
UFC2016073008,Anthony Hamilton,Damian Grabowski,KO/TKO,1,0:14,1,UFC 201: Lawler vs. Woodley,7/30/16,8,0,0
UFC2016073009,Wilson Reis,Hector Sandoval,Submission,1,1:49,8,UFC 201: Lawler vs. Woodley,7/30/16,9,0,0
UFC2016073010,Michael Graves,Bojan Velickovic,Draw - Majority,3,5:00,4,UFC 201: Lawler vs. Woodley,7/30/16,10,0,0
UFC2016073011,Damien Brown,Cesar Arzamendia,KO/TKO,1,2:27,5,UFC 201: Lawler vs. Woodley,7/30/16,11,0,0
UFC2016072301,Valentina Shevchenko,Holly Holm,Decision - Unanimous,5,5:00,25,UFC on Fox 20: Holm vs. Shevchenko,7/23/16,1,0,1
UFC2016072302,Edson Barboza,Gilbert Melendez,Decision - Unanimous,3,5:00,5,UFC on Fox 20: Holm vs. Shevchenko,7/23/16,2,0,0
UFC2016072303,Francis Ngannou,Bojan Mihajlovic,KO/TKO,1,1:34,1,UFC on Fox 20: Holm vs. Shevchenko,7/23/16,3,0,0
UFC2016072304,Felice Herrig,Kailin Curran,Submission,1,1:59,32,UFC on Fox 20: Holm vs. Shevchenko,7/23/16,4,0,0
UFC2016072305,Eddie Wineland,Frankie Saenz,KO/TKO,3,1:54,7,UFC on Fox 20: Holm vs. Shevchenko,7/23/16,5,0,0
UFC2016072306,Darren Elkins,Godofredo Pepey,Decision - Unanimous,3,5:00,6,UFC on Fox 20: Holm vs. Shevchenko,7/23/16,6,0,0
UFC2016072307,Kamaru Usman,Alexander Yakovlev,Decision - Unanimous,3,5:00,4,UFC on Fox 20: Holm vs. Shevchenko,7/23/16,7,0,0
UFC2016072308,Michel Prazeres,JC Cottrell,Decision - Unanimous,3,5:00,5,UFC on Fox 20: Holm vs. Shevchenko,7/23/16,8,0,0
UFC2016072309,Alex Oliveira,James Moontasri,Decision - Unanimous,3,5:00,4,UFC on Fox 20: Holm vs. Shevchenko,7/23/16,9,0,0
UFC2016072310,Jason Knight,Jim Alers,Decision - Split,3,5:00,6,UFC on Fox 20: Holm vs. Shevchenko,7/23/16,10,0,0
UFC2016072311,Luis Henrique,Dmitrii Smolyakov,Submission,2,3:58,1,UFC on Fox 20: Holm vs. Shevchenko,7/23/16,11,0,0
UFC2016071301,John Lineker,Michael McDonald,KO/TKO,1,2:43,7,UFC Fight Night 91: McDonald vs. Lineker,7/13/16,1,0,1
UFC2016071302,Tony Ferguson,Lando Vannata,Submission,2,2:22,5,UFC Fight Night 91: McDonald vs. Lineker,7/13/16,2,0,0
UFC2016071303,Tim Boetsch,Josh Samman,KO/TKO,2,3:49,3,UFC Fight Night 91: McDonald vs. Lineker,7/13/16,3,0,0
UFC2016071304,Daniel Omielanczuk,Oleksiy Oliynyk,Decision - Majority,3,5:00,1,UFC Fight Night 91: McDonald vs. Lineker,7/13/16,4,0,0
UFC2016071305,Keita Nakamura,Kyle Noke,Submission,2,4:59,4,UFC Fight Night 91: McDonald vs. Lineker,7/13/16,5,0,0
UFC2016071306,Louis Smolka,Ben Nguyen,KO/TKO,2,4:41,8,UFC Fight Night 91: McDonald vs. Lineker,7/13/16,6,0,0
UFC2016071307,Katlyn Chookagian,Lauren Murphy,Decision - Unanimous,3,5:00,25,UFC Fight Night 91: McDonald vs. Lineker,7/13/16,7,0,0
UFC2016071308,Sam Alvey,Eric Spicely,Submission,1,2:43,3,UFC Fight Night 91: McDonald vs. Lineker,7/13/16,8,0,0
UFC2016071309,Cortney Casey,Cristina Stanciu,KO/TKO,1,2:36,32,UFC Fight Night 91: McDonald vs. Lineker,7/13/16,9,0,0
UFC2016071310,Scott Holtzman,Cody Pfister,Decision - Unanimous,3,5:00,5,UFC Fight Night 91: McDonald vs. Lineker,7/13/16,10,0,0
UFC2016071311,Rani Yahya,Matthew Lopez,Submission,3,4:19,7,UFC Fight Night 91: McDonald vs. Lineker,7/13/16,11,0,0
UFC2016071312,Alex Nicholson,Devin Clark,KO/TKO,1,4:57,3,UFC Fight Night 91: McDonald vs. Lineker,7/13/16,12,0,0
UFC2016070901,Amanda Nunes,Miesha Tate,Submission,1,3:16,25,UFC 200: Tate vs Nunes,7/9/16,1,1,1
UFC2016070902,Brock Lesnar,Mark Hunt,No Contest,3,5:00,1,UFC 200: Tate vs Nunes,7/9/16,2,0,0
UFC2016070903,Daniel Cormier,Anderson Silva,Decision - Unanimous,3,5:00,2,UFC 200: Tate vs Nunes,7/9/16,3,0,0
UFC2016070904,Jose Aldo,Frankie Edgar,Decision - Unanimous,5,5:00,6,UFC 200: Tate vs Nunes,7/9/16,4,1,1
UFC2016070905,Cain Velasquez,Travis Browne,KO/TKO,1,4:57,1,UFC 200: Tate vs Nunes,7/9/16,5,0,0
UFC2016070906,Julianna Pena,Cat Zingano,Decision - Unanimous,3,5:00,25,UFC 200: Tate vs Nunes,7/9/16,6,0,0
UFC2016070907,Kelvin Gastelum,Johny Hendricks,Decision - Unanimous,3,5:00,4,UFC 200: Tate vs Nunes,7/9/16,7,0,0
UFC2016070908,TJ Dillashaw,Raphael Assuncao,Decision - Unanimous,3,5:00,7,UFC 200: Tate vs Nunes,7/9/16,8,0,0
UFC2016070909,Sage Northcutt,Enrique Marin,Decision - Unanimous,3,5:00,5,UFC 200: Tate vs Nunes,7/9/16,9,0,0
UFC2016070910,Joe Lauzon,Diego Sanchez,KO/TKO,1,1:26,5,UFC 200: Tate vs Nunes,7/9/16,10,0,0
UFC2016070911,Gegard Mousasi,Thiago Santos,KO/TKO,1,4:32,3,UFC 200: Tate vs Nunes,7/9/16,11,0,0
UFC2016070912,Jim Miller,Takanori Gomi,KO/TKO,1,2:18,5,UFC 200: Tate vs Nunes,7/9/16,12,0,0
UFC2016070801,Joanna Jedrzejczyk,Claudia Gadelha,Decision - Unanimous,5,5:00,32,The Ultimate Fighter 23: Team Joanna vs. Team Claudia Finale,7/8/16,1,1,1
UFC2016070802,Andrew Sanchez,Khalil Rountree,Decision - Unanimous,3,5:00,2,The Ultimate Fighter 23: Team Joanna vs. Team Claudia Finale,7/8/16,2,0,0
UFC2016070803,Tatiana Suarez,Amanda Cooper,Submission,1,3:43,32,The Ultimate Fighter 23: Team Joanna vs. Team Claudia Finale,7/8/16,3,0,0
UFC2016070804,Will Brooks,Ross Pearson,Decision - Unanimous,3,5:00,5,The Ultimate Fighter 23: Team Joanna vs. Team Claudia Finale,7/8/16,4,0,0
UFC2016070805,Doo Ho Choi,Thiago Tavares,KO/TKO,1,2:42,6,The Ultimate Fighter 23: Team Joanna vs. Team Claudia Finale,7/8/16,5,0,0
UFC2016070806,Joaquim Silva,Andrew Holbrook,KO/TKO,1,0:34,5,The Ultimate Fighter 23: Team Joanna vs. Team Claudia Finale,7/8/16,6,0,0
UFC2016070807,Gray Maynard,Fernando Bruno,Decision - Unanimous,3,5:00,6,The Ultimate Fighter 23: Team Joanna vs. Team Claudia Finale,7/8/16,7,0,0
UFC2016070808,Matheus Nicolau,John Moraga,Decision - Split,3,5:00,8,The Ultimate Fighter 23: Team Joanna vs. Team Claudia Finale,7/8/16,8,0,0
UFC2016070809,Josh Stansbury,Cory Hendricks,Decision - Majority,3,5:00,2,The Ultimate Fighter 23: Team Joanna vs. Team Claudia Finale,7/8/16,9,0,0
UFC2016070810,Cezar Ferreira,Anthony Smith,Decision - Unanimous,3,5:00,3,The Ultimate Fighter 23: Team Joanna vs. Team Claudia Finale,7/8/16,10,0,0
UFC2016070811,Kevin Lee,Jake Matthews,KO/TKO,1,4:06,5,The Ultimate Fighter 23: Team Joanna vs. Team Claudia Finale,7/8/16,11,0,0
UFC2016070812,Li Jingliang,Anton Zafir,KO/TKO,1,2:46,4,The Ultimate Fighter 23: Team Joanna vs. Team Claudia Finale,7/8/16,12,0,0
UFC2016070701,Eddie Alvarez,Rafael dos Anjos,KO/TKO,1,3:49,5,UFC Fight Night 90: dos Anjos vs. Alvarez,7/7/16,1,1,1
UFC2016070702,Derrick Lewis,Roy Nelson,Decision - Split,3,5:00,1,UFC Fight Night 90: dos Anjos vs. Alvarez,7/7/16,2,0,0
UFC2016070703,Alan Jouban,Belal Muhammad,Decision - Unanimous,3,5:00,4,UFC Fight Night 90: dos Anjos vs. Alvarez,7/7/16,3,0,0
UFC2016070704,Joseph Duffy,Mitch Clarke,Submission,1,0:25,5,UFC Fight Night 90: dos Anjos vs. Alvarez,7/7/16,4,0,0
UFC2016070705,Alberto Mina,Mike Pyle,KO/TKO,2,1:17,4,UFC Fight Night 90: dos Anjos vs. Alvarez,7/7/16,5,0,0
UFC2016070706,John Makdessi,Mehdi Baghdad,Decision - Split,3,5:00,5,UFC Fight Night 90: dos Anjos vs. Alvarez,7/7/16,6,0,0
UFC2016070707,Anthony Birchak,Dileno Lopes,Decision - Split,3,5:00,7,UFC Fight Night 90: dos Anjos vs. Alvarez,7/7/16,7,0,0
UFC2016070708,Pedro Munhoz,Russell Doane,Submission,1,2:08,7,UFC Fight Night 90: dos Anjos vs. Alvarez,7/7/16,8,0,0
UFC2016070709,Felipe Arantes,Jerrod Sanders,Submission,2,1:39,7,UFC Fight Night 90: dos Anjos vs. Alvarez,7/7/16,9,0,0
UFC2016070710,Gilbert Burns,Lukasz Sajewski,Submission,1,4:57,5,UFC Fight Night 90: dos Anjos vs. Alvarez,7/7/16,10,0,0
UFC2016070711,Marco Beltran,Reginaldo Vieira,Submission,2,3:04,7,UFC Fight Night 90: dos Anjos vs. Alvarez,7/7/16,11,0,0
UFC2016070712,Vicente Luque,Alvaro Herrera,Submission,2,3:52,4,UFC Fight Night 90: dos Anjos vs. Alvarez,7/7/16,12,0,0
UFC2016061801,Stephen Thompson,Rory MacDonald,Decision - Unanimous,5,5:00,4,UFC Fight Night 89: MacDonald vs. Thompson,6/18/16,1,0,1
UFC2016061802,Donald Cerrone,Patrick Cote,KO/TKO,3,2:35,4,UFC Fight Night 89: MacDonald vs. Thompson,6/18/16,2,0,0
UFC2016061803,Steve Bosse,Sean O'Connell,Decision - Unanimous,3,5:00,2,UFC Fight Night 89: MacDonald vs. Thompson,6/18/16,3,0,0
UFC2016061804,Olivier Aubin-Mercier,Thibault Gouti,Submission,3,2:28,5,UFC Fight Night 89: MacDonald vs. Thompson,6/18/16,4,0,0
UFC2016061805,Joanne Calderwood,Valerie Letourneau,KO/TKO,3,2:51,26,UFC Fight Night 89: MacDonald vs. Thompson,6/18/16,5,0,0
UFC2016061806,Jason Saggo,Leandro Silva,Decision - Split,3,5:00,5,UFC Fight Night 89: MacDonald vs. Thompson,6/18/16,6,0,0
UFC2016061807,Misha Cirkunov,Ion Cutelaba,Submission,3,1:22,2,UFC Fight Night 89: MacDonald vs. Thompson,6/18/16,7,0,0
UFC2016061808,Krzysztof Jotko,Tamdan McCrory,KO/TKO,1,0:59,3,UFC Fight Night 89: MacDonald vs. Thompson,6/18/16,8,0,0
UFC2016061809,Joe Soto,Chris Beal,Submission,3,3:39,7,UFC Fight Night 89: MacDonald vs. Thompson,6/18/16,9,0,0
UFC2016061810,Elias Theodorou,Sam Alvey,Decision - Unanimous,3,5:00,3,UFC Fight Night 89: MacDonald vs. Thompson,6/18/16,10,0,0
UFC2016061811,Randa Markos,Jocelyn Jones-Lybarger,Decision - Unanimous,3,5:00,32,UFC Fight Night 89: MacDonald vs. Thompson,6/18/16,11,0,0
UFC2016061812,Colby Covington,Jonathan Meunier,Submission,3,0:54,4,UFC Fight Night 89: MacDonald vs. Thompson,6/18/16,12,0,0
UFC2016061813,Ali Bagautinov,Geane Herrera,Decision - Unanimous,3,5:00,8,UFC Fight Night 89: MacDonald vs. Thompson,6/18/16,13,0,0
UFC2016060401,Michael Bisping,Luke Rockhold,KO/TKO,1,3:36,3,UFC 199: Rockhold vs. Bisping 2,6/4/16,1,1,1
UFC2016060402,Dominick Cruz,Urijah Faber,Decision - Unanimous,5,5:00,7,UFC 199: Rockhold vs. Bisping 2,6/4/16,2,1,1
UFC2016060403,Max Holloway,Ricardo Lamas,Decision - Unanimous,3,5:00,6,UFC 199: Rockhold vs. Bisping 2,6/4/16,3,0,0
UFC2016060404,Dan Henderson,Hector Lombard,KO/TKO,2,1:27,3,UFC 199: Rockhold vs. Bisping 2,6/4/16,4,0,0
UFC2016060405,Dustin Poirier,Bobby Green,KO/TKO,1,2:53,5,UFC 199: Rockhold vs. Bisping 2,6/4/16,5,0,0
UFC2016060406,Brian Ortega,Clay Guida,KO/TKO,3,4:40,6,UFC 199: Rockhold vs. Bisping 2,6/4/16,6,0,0
UFC2016060407,Beneil Dariush,James Vick,KO/TKO,1,4:16,5,UFC 199: Rockhold vs. Bisping 2,6/4/16,7,0,0
UFC2016060408,Jessica Andrade,Jessica Penne,KO/TKO,2,2:56,32,UFC 199: Rockhold vs. Bisping 2,6/4/16,8,0,0
UFC2016060409,Alex Caceres,Cole Miller,Decision - Unanimous,3,5:00,6,UFC 199: Rockhold vs. Bisping 2,6/4/16,9,0,0
UFC2016060410,Sean Strickland,Tom Breese,Decision - Split,3,5:00,4,UFC 199: Rockhold vs. Bisping 2,6/4/16,10,0,0
UFC2016060411,Henrique da Silva,Jonathan Wilson,KO/TKO,2,4:11,2,UFC 199: Rockhold vs. Bisping 2,6/4/16,11,0,0
UFC2016060412,Kevin Casey,Elvis Mutapcic,Draw - Split,3,5:00,3,UFC 199: Rockhold vs. Bisping 2,6/4/16,12,0,0
UFC2016060413,Marco Polo Reyes,Dong Hyun Kim (2),KO/TKO,3,1:52,5,UFC 199: Rockhold vs. Bisping 2,6/4/16,13,0,0
UFC2016052901,Cody Garbrandt,Thomas Almeida,KO/TKO,1,2:53,7,UFC Fight Night 88: Almeida vs. Garbrandt,5/29/16,1,0,1
UFC2016052902,Jeremy Stephens,Renan Barao,Decision - Unanimous,3,5:00,6,UFC Fight Night 88: Almeida vs. Garbrandt,5/29/16,2,0,0
UFC2016052903,Rick Story,Tarec Saffiedine,Decision - Unanimous,3,5:00,4,UFC Fight Night 88: Almeida vs. Garbrandt,5/29/16,3,0,0
UFC2016052904,Chris Camozzi,Vitor Miranda,Decision - Unanimous,3,5:00,3,UFC Fight Night 88: Almeida vs. Garbrandt,5/29/16,4,0,0
UFC2016052905,Lorenz Larkin,Jorge Masvidal,Decision - Split,3,5:00,4,UFC Fight Night 88: Almeida vs. Garbrandt,5/29/16,5,0,0
UFC2016052906,Paul Felder,Josh Burkman,Decision - Unanimous,3,5:00,5,UFC Fight Night 88: Almeida vs. Garbrandt,5/29/16,6,0,0
UFC2016052907,Sara McMann,Jessica Eye,Decision - Unanimous,3,5:00,25,UFC Fight Night 88: Almeida vs. Garbrandt,5/29/16,7,0,0
UFC2016052908,Abel Trujillo,Jordan Rinaldi,Decision - Unanimous,3,5:00,5,UFC Fight Night 88: Almeida vs. Garbrandt,5/29/16,8,0,0
UFC2016052909,Jake Collier,Alberto Uda,KO/TKO,2,1:06,3,UFC Fight Night 88: Almeida vs. Garbrandt,5/29/16,9,0,0
UFC2016052910,Erik Koch,Shane Campbell,Submission,2,3:02,5,UFC Fight Night 88: Almeida vs. Garbrandt,5/29/16,10,0,0
UFC2016052911,Bryan Caraway,Aljamain Sterling,Decision - Split,3,5:00,7,UFC Fight Night 88: Almeida vs. Garbrandt,5/29/16,11,0,0
UFC2016052912,Adam Milstead,Chris De La Rocha,KO/TKO,2,4:01,1,UFC Fight Night 88: Almeida vs. Garbrandt,5/29/16,12,0,0
